group	original_path	blob_in_06ee25a	state_now	recover_with	disposition	detail
Other disease-model files (reports, current surfaces, analysis)	disease-models/wwox/disease_model.md	d0169f90cc4c6e951ae49bd1b2f3d7969eb7e27c	differs on main	git show 06ee25a:disease-models/wwox/disease_model.md	DISPOSITIONED	held for the operator: science the VPS batches propagated into this surface; re-derivation stopped by the mandate's STOP rules (consolidated-baseline narrowing of CLAIM 006/007; backlog overlap on every VPS-touched claim) — see README §7
Other disease-model files (reports, current surfaces, analysis)	disease-models/wwox/meta/meta_index_current.md	d775855f193d5b32fcfb47f21d1f69f4289084c2	differs on main	git show 06ee25a:disease-models/wwox/meta/meta_index_current.md	DISPOSITIONED	held for the operator: science the VPS batches propagated into this surface; re-derivation stopped by the mandate's STOP rules (consolidated-baseline narrowing of CLAIM 006/007; backlog overlap on every VPS-touched claim) — see README §7
Other disease-model files (reports, current surfaces, analysis)	disease-models/wwox/meta/meta_metabolism_current.md	46e757a504fec4318034c30eacbd51c8b15f8964	differs on main	git show 06ee25a:disease-models/wwox/meta/meta_metabolism_current.md	DISPOSITIONED	held for the operator: science the VPS batches propagated into this surface; re-derivation stopped by the mandate's STOP rules (consolidated-baseline narrowing of CLAIM 006/007; backlog overlap on every VPS-touched claim) — see README §7
Other disease-model files (reports, current surfaces, analysis)	disease-models/wwox/research/2026-09-11_control_efficacy_baseline.md	3212d9ade5837d227805f55a9b7b17895f5b87aa	differs on main	git show 06ee25a:disease-models/wwox/research/2026-09-11_control_efficacy_baseline.md	DISPOSITIONED	kept in the VPS backup by operator decision A1 (historical record; `git show 06ee25a:<path>`)
Other disease-model files (reports, current surfaces, analysis)	disease-models/wwox/research/2026-09-11_registry_context_reduction.md	ca97c103737d2877e9c15ad5e2068d45bb23637a	differs on main	git show 06ee25a:disease-models/wwox/research/2026-09-11_registry_context_reduction.md	DISPOSITIONED	kept in the VPS backup by operator decision A1 (historical record; `git show 06ee25a:<path>`)
Other disease-model files (reports, current surfaces, analysis)	disease-models/wwox/research/2026-09-12_frozen_outcomes_register.md	c55a22d6f3e8c32ccc66fa6e3fb2e152852c0419	absent on main	git show 06ee25a:disease-models/wwox/research/2026-09-12_frozen_outcomes_register.md	DISPOSITIONED	kept in the VPS backup by operator decision A1 (historical record; `git show 06ee25a:<path>`)
Other disease-model files (reports, current surfaces, analysis)	disease-models/wwox/research/2026-09-12_handoff_consolidation.md	1395a6b5831b85334de33f19d701e22c257b3885	absent on main	git show 06ee25a:disease-models/wwox/research/2026-09-12_handoff_consolidation.md	DISPOSITIONED	kept in the VPS backup by operator decision A1 (historical record; `git show 06ee25a:<path>`)
Other disease-model files (reports, current surfaces, analysis)	disease-models/wwox/research/2026-09-12_join_check.md	95e95ebaa280a659231d5c0735da6821e7b842f3	absent on main	git show 06ee25a:disease-models/wwox/research/2026-09-12_join_check.md	DISPOSITIONED	kept in the VPS backup by operator decision A1 (historical record; `git show 06ee25a:<path>`)
Other disease-model files (reports, current surfaces, analysis)	disease-models/wwox/research/2026-09-12_m4b_wave.md	364e8ed4498bc06d9d4afb43c07b38ad94ca00d7	absent on main	git show 06ee25a:disease-models/wwox/research/2026-09-12_m4b_wave.md	DISPOSITIONED	kept in the VPS backup by operator decision A1 (historical record; `git show 06ee25a:<path>`)
Other disease-model files (reports, current surfaces, analysis)	disease-models/wwox/research/2026-09-12_phase_handoff.md	dee8c4106406a790afaf1175a22a160c0df92b0e	absent on main	git show 06ee25a:disease-models/wwox/research/2026-09-12_phase_handoff.md	DISPOSITIONED	kept in the VPS backup by operator decision A1 (historical record; `git show 06ee25a:<path>`)
Other disease-model files (reports, current surfaces, analysis)	disease-models/wwox/research/2026-09-12_procedure_activation.md	f64ad4569a5b8c9d699d3d7f37dd43dca266a537	absent on main	git show 06ee25a:disease-models/wwox/research/2026-09-12_procedure_activation.md	DISPOSITIONED	kept in the VPS backup by operator decision A1 (historical record; `git show 06ee25a:<path>`)
Other disease-model files (reports, current surfaces, analysis)	disease-models/wwox/research/2026-09-12_quota_stop_resume.md	f3cddd8b5578f31ad540f23f1d968e7e6b10e35b	absent on main	git show 06ee25a:disease-models/wwox/research/2026-09-12_quota_stop_resume.md	DISPOSITIONED	kept in the VPS backup by operator decision A1 (historical record; `git show 06ee25a:<path>`)
Other disease-model files (reports, current surfaces, analysis)	disease-models/wwox/research/2026-09-12_reference_consolidation.md	3b7844ac2dd19018e53663aa53b4c910ab9ae9d9	absent on main	git show 06ee25a:disease-models/wwox/research/2026-09-12_reference_consolidation.md	DISPOSITIONED	kept in the VPS backup by operator decision A1 (historical record; `git show 06ee25a:<path>`)
Other disease-model files (reports, current surfaces, analysis)	disease-models/wwox/research/2026-09-12_surface_triage.md	6e69823d4cff4ff42d526c026e4d40eabd34d731	absent on main	git show 06ee25a:disease-models/wwox/research/2026-09-12_surface_triage.md	DISPOSITIONED	kept in the VPS backup by operator decision A1 (historical record; `git show 06ee25a:<path>`)
Other disease-model files (reports, current surfaces, analysis)	disease-models/wwox/research/2026-09-12_synthesis_check.md	ea08f38fb8faf6cfffb2c4b3054f82bb8ffa0681	absent on main	git show 06ee25a:disease-models/wwox/research/2026-09-12_synthesis_check.md	DISPOSITIONED	kept in the VPS backup by operator decision A1 (historical record; `git show 06ee25a:<path>`)
Other disease-model files (reports, current surfaces, analysis)	disease-models/wwox/research/2026-09-12_use_repair.md	77dc38a5d0c86e991cd78b4649e560d6e5d11b5a	absent on main	git show 06ee25a:disease-models/wwox/research/2026-09-12_use_repair.md	DISPOSITIONED	kept in the VPS backup by operator decision A1 (historical record; `git show 06ee25a:<path>`)
Other disease-model files (reports, current surfaces, analysis)	disease-models/wwox/research/2026-09-12_use_repair_handoff.md	09426b72fd5e3cdf3ea6fff7c18ca5ce59fef1f5	absent on main	git show 06ee25a:disease-models/wwox/research/2026-09-12_use_repair_handoff.md	DISPOSITIONED	kept in the VPS backup by operator decision A1 (historical record; `git show 06ee25a:<path>`)
Other disease-model files (reports, current surfaces, analysis)	disease-models/wwox/research/2026-09-12_use_trial.md	d37ca4dd28818a193da8e6ec2e904225da6c29b0	absent on main	git show 06ee25a:disease-models/wwox/research/2026-09-12_use_trial.md	DISPOSITIONED	kept in the VPS backup by operator decision A1 (historical record; `git show 06ee25a:<path>`)
Other disease-model files (reports, current surfaces, analysis)	disease-models/wwox/research/2026-09-13_BATCH_20260913_001_report.md	722da75449f33d8c456dbee93df792908030513b	absent on main	git show 06ee25a:disease-models/wwox/research/2026-09-13_BATCH_20260913_001_report.md	DISPOSITIONED	kept in the VPS backup by operator decision A1 (historical record; `git show 06ee25a:<path>`)
Other disease-model files (reports, current surfaces, analysis)	disease-models/wwox/research/2026-09-13_BATCH_20260913_004_report.md	7581d0858c4af343e605f1bd0a139beb3f1567d7	absent on main	git show 06ee25a:disease-models/wwox/research/2026-09-13_BATCH_20260913_004_report.md	DISPOSITIONED	kept in the VPS backup by operator decision A1 (historical record; `git show 06ee25a:<path>`)
Other disease-model files (reports, current surfaces, analysis)	disease-models/wwox/research/2026-09-13_D8_dismech_reseal_report.md	f2174610e02da68d80aa1defac66e17c829621e8	absent on main	git show 06ee25a:disease-models/wwox/research/2026-09-13_D8_dismech_reseal_report.md	DISPOSITIONED	held for the operator: science the VPS batches propagated into this surface; re-derivation stopped by the mandate's STOP rules (consolidated-baseline narrowing of CLAIM 006/007; backlog overlap on every VPS-touched claim) — see README §7
Other disease-model files (reports, current surfaces, analysis)	disease-models/wwox/research/2026-09-13_aldaz_checkpoint.md	39ff6a76b65a1d571b934b0c8e36b5116a82f589	absent on main	git show 06ee25a:disease-models/wwox/research/2026-09-13_aldaz_checkpoint.md	DISPOSITIONED	kept in the VPS backup by operator decision A1 (historical record; `git show 06ee25a:<path>`)
Other disease-model files (reports, current surfaces, analysis)	disease-models/wwox/research/2026-09-13_aldaz_diagnosis.md	2acc43775710edd29dd2b3f83fe8ca33ea46df8d	absent on main	git show 06ee25a:disease-models/wwox/research/2026-09-13_aldaz_diagnosis.md	DISPOSITIONED	kept in the VPS backup by operator decision A1 (historical record; `git show 06ee25a:<path>`)
Other disease-model files (reports, current surfaces, analysis)	disease-models/wwox/research/2026-09-13_aldaz_dispositions.md	85009696a08a46cc218c07e7a3f06c371b81fe33	absent on main	git show 06ee25a:disease-models/wwox/research/2026-09-13_aldaz_dispositions.md	DISPOSITIONED	kept in the VPS backup by operator decision A1 (historical record; `git show 06ee25a:<path>`)
Other disease-model files (reports, current surfaces, analysis)	disease-models/wwox/research/2026-09-13_aldaz_intake.md	7f4565047636802dc3e5c6248dd583a79f8173d3	absent on main	git show 06ee25a:disease-models/wwox/research/2026-09-13_aldaz_intake.md	DISPOSITIONED	kept in the VPS backup by operator decision A1 (historical record; `git show 06ee25a:<path>`)
Other disease-model files (reports, current surfaces, analysis)	disease-models/wwox/research/2026-09-13_aldaz_ledger_repair_dispositions.md	e36e99b7bd897f30b002ae2fff64944c99aa48ae	absent on main	git show 06ee25a:disease-models/wwox/research/2026-09-13_aldaz_ledger_repair_dispositions.md	DISPOSITIONED	kept in the VPS backup by operator decision A1 (historical record; `git show 06ee25a:<path>`)
Other disease-model files (reports, current surfaces, analysis)	disease-models/wwox/research/2026-09-13_aldaz_repair_b.md	727a6377d2f92b02c33e09c4e4ac653123a4b969	absent on main	git show 06ee25a:disease-models/wwox/research/2026-09-13_aldaz_repair_b.md	DISPOSITIONED	kept in the VPS backup by operator decision A1 (historical record; `git show 06ee25a:<path>`)
Other disease-model files (reports, current surfaces, analysis)	disease-models/wwox/research/2026-09-13_aldaz_residual_a2_dispositions.md	2c34829b680fe8ca9a62210455375f6ba124bfc1	absent on main	git show 06ee25a:disease-models/wwox/research/2026-09-13_aldaz_residual_a2_dispositions.md	DISPOSITIONED	kept in the VPS backup by operator decision A1 (historical record; `git show 06ee25a:<path>`)
Other disease-model files (reports, current surfaces, analysis)	disease-models/wwox/research/2026-09-13_aldaz_residual_dispositions.md	23178defebf38ad63f6007603424d5d4af69fed2	absent on main	git show 06ee25a:disease-models/wwox/research/2026-09-13_aldaz_residual_dispositions.md	DISPOSITIONED	kept in the VPS backup by operator decision A1 (historical record; `git show 06ee25a:<path>`)
Other disease-model files (reports, current surfaces, analysis)	disease-models/wwox/research/2026-09-13_aldaz_synthesis.md	68fccacf42fc1b4b849daf6921465b82fc74b6b7	absent on main	git show 06ee25a:disease-models/wwox/research/2026-09-13_aldaz_synthesis.md	DISPOSITIONED	kept in the VPS backup by operator decision A1 (historical record; `git show 06ee25a:<path>`)
Other disease-model files (reports, current surfaces, analysis)	disease-models/wwox/research/2026-09-13_aldaz_w1_repair.md	f877a8e13569341a729207bc2a19bc6f7f8a8cc0	absent on main	git show 06ee25a:disease-models/wwox/research/2026-09-13_aldaz_w1_repair.md	DISPOSITIONED	kept in the VPS backup by operator decision A1 (historical record; `git show 06ee25a:<path>`)
Other disease-model files (reports, current surfaces, analysis)	disease-models/wwox/research/2026-09-13_batch_edit_plan.md	57582d2acbee62bc4e2ae5bfc785f88120fc8cc1	absent on main	git show 06ee25a:disease-models/wwox/research/2026-09-13_batch_edit_plan.md	DISPOSITIONED	kept in the VPS backup by operator decision A1 (historical record; `git show 06ee25a:<path>`)
Other disease-model files (reports, current surfaces, analysis)	disease-models/wwox/research/2026-09-13_growth_anchors_cc_discovery_report.md	1a2eea3fd02ff001a17da7c1cb7d07895afd2873	absent on main	git show 06ee25a:disease-models/wwox/research/2026-09-13_growth_anchors_cc_discovery_report.md	DISPOSITIONED	kept in the VPS backup by operator decision A1 (historical record; `git show 06ee25a:<path>`)
Other disease-model files (reports, current surfaces, analysis)	disease-models/wwox/research/2026-09-13_m4b_ALDAZ-FT-C-003_lung_endothelial_pair.md	70a4d69c9aa52a715788c61bbf73f37262daddd6	absent on main	git show 06ee25a:disease-models/wwox/research/2026-09-13_m4b_ALDAZ-FT-C-003_lung_endothelial_pair.md	DISPOSITIONED	kept in the VPS backup by operator decision A1 (historical record; `git show 06ee25a:<path>`)
Other disease-model files (reports, current surfaces, analysis)	disease-models/wwox/research/2026-09-13_next_batch_commit_proposal.md	e58029eefcf3b1196fb646a7e1e662a9a42fed8a	absent on main	git show 06ee25a:disease-models/wwox/research/2026-09-13_next_batch_commit_proposal.md	DISPOSITIONED	kept in the VPS backup by operator decision A1 (historical record; `git show 06ee25a:<path>`)
Other disease-model files (reports, current surfaces, analysis)	disease-models/wwox/research/2026-09-13_night_consolidation.md	2742fa703e07f91d4315eb57c9ccdd357e27005b	absent on main	git show 06ee25a:disease-models/wwox/research/2026-09-13_night_consolidation.md	DISPOSITIONED	kept in the VPS backup by operator decision A1 (historical record; `git show 06ee25a:<path>`)
Other disease-model files (reports, current surfaces, analysis)	disease-models/wwox/research/2026-09-13_session_close_handoff.md	420cdf8e0c0a8340c8024626d4a4f0dcbb98d8f6	absent on main	git show 06ee25a:disease-models/wwox/research/2026-09-13_session_close_handoff.md	DISPOSITIONED	kept in the VPS backup by operator decision A1 (historical record; `git show 06ee25a:<path>`)
Other disease-model files (reports, current surfaces, analysis)	disease-models/wwox/research/2026-09-14_BATCH_20260914_005_report.md	03636d6f8ab883f79abe3de1907abc7ebde97858	absent on main	git show 06ee25a:disease-models/wwox/research/2026-09-14_BATCH_20260914_005_report.md	DISPOSITIONED	kept in the VPS backup by operator decision A1 (historical record; `git show 06ee25a:<path>`)
Other disease-model files (reports, current surfaces, analysis)	disease-models/wwox/research/2026-09-14_BATCH_20260914_006_report.md	04f7a1c5852ec7513f8b3260f3b965715615e8ea	absent on main	git show 06ee25a:disease-models/wwox/research/2026-09-14_BATCH_20260914_006_report.md	DISPOSITIONED	kept in the VPS backup by operator decision A1 (historical record; `git show 06ee25a:<path>`)
Other disease-model files (reports, current surfaces, analysis)	disease-models/wwox/research/2026-09-14_BATCH_20260914_007_report.md	db06fbd2608584d8ee4f0aee58922b1b243c9544	absent on main	git show 06ee25a:disease-models/wwox/research/2026-09-14_BATCH_20260914_007_report.md	DISPOSITIONED	kept in the VPS backup by operator decision A1 (historical record; `git show 06ee25a:<path>`)
Other disease-model files (reports, current surfaces, analysis)	disease-models/wwox/research/2026-09-14_BATCH_20260914_008_report.md	d53004b31a54d455a00d2f3cc43988944f9d46fa	absent on main	git show 06ee25a:disease-models/wwox/research/2026-09-14_BATCH_20260914_008_report.md	DISPOSITIONED	kept in the VPS backup by operator decision A1 (historical record; `git show 06ee25a:<path>`)
Other disease-model files (reports, current surfaces, analysis)	disease-models/wwox/research/2026-09-14_aldaz_32pmid_reconciliation.md	4a3470950eb378097afd261639ad0a5e9536ab91	absent on main	git show 06ee25a:disease-models/wwox/research/2026-09-14_aldaz_32pmid_reconciliation.md	DISPOSITIONED	kept in the VPS backup by operator decision A1 (historical record; `git show 06ee25a:<path>`)
Other disease-model files (reports, current surfaces, analysis)	disease-models/wwox/research/2026-09-14_aldaz_dossier_fix_c_dispositions.md	4e5e4ceda4121b6919b1e81c2e3ad2a44cd74e80	absent on main	git show 06ee25a:disease-models/wwox/research/2026-09-14_aldaz_dossier_fix_c_dispositions.md	DISPOSITIONED	kept in the VPS backup by operator decision A1 (historical record; `git show 06ee25a:<path>`)
Other disease-model files (reports, current surfaces, analysis)	disease-models/wwox/research/2026-09-14_aldaz_final_report.md	25e83253535a372766f38471e9ae710319073f0c	absent on main	git show 06ee25a:disease-models/wwox/research/2026-09-14_aldaz_final_report.md	DISPOSITIONED	kept in the VPS backup by operator decision A1 (historical record; `git show 06ee25a:<path>`)
Other disease-model files (reports, current surfaces, analysis)	disease-models/wwox/research/2026-09-14_aldaz_locator_revision_c.md	051b6c8c83c5418aee67cb3c2d22518dc6a16701	absent on main	git show 06ee25a:disease-models/wwox/research/2026-09-14_aldaz_locator_revision_c.md	DISPOSITIONED	kept in the VPS backup by operator decision A1 (historical record; `git show 06ee25a:<path>`)
Other disease-model files (reports, current surfaces, analysis)	disease-models/wwox/research/2026-09-14_aldaz_locator_revisions_b.md	f279f686c721d1f578d5c8749e6e4c9b4b53e66d	absent on main	git show 06ee25a:disease-models/wwox/research/2026-09-14_aldaz_locator_revisions_b.md	DISPOSITIONED	kept in the VPS backup by operator decision A1 (historical record; `git show 06ee25a:<path>`)
Other disease-model files (reports, current surfaces, analysis)	disease-models/wwox/research/2026-09-14_block1_real_contract.md	8a888e9090110b8dad9842f00437fc3eb3663270	absent on main	git show 06ee25a:disease-models/wwox/research/2026-09-14_block1_real_contract.md	DISPOSITIONED	kept in the VPS backup by operator decision A1 (historical record; `git show 06ee25a:<path>`)
Other disease-model files (reports, current surfaces, analysis)	disease-models/wwox/research/2026-09-14_m4b_ALDAZ-FT-A-003_PMID28283473.md	2e0ad78fc3cfb3f9ccc86e07fd617ed0b77a50c1	absent on main	git show 06ee25a:disease-models/wwox/research/2026-09-14_m4b_ALDAZ-FT-A-003_PMID28283473.md	RECOVERED	af09f7a: recovered as a receipt-declared output, VPS identifiers annotated
Other disease-model files (reports, current surfaces, analysis)	disease-models/wwox/research/discovery_ledger_current.md	9e9b8f931dd4d132f98fad4e9f710bf9214a3476	differs on main	git show 06ee25a:disease-models/wwox/research/discovery_ledger_current.md	DISPOSITIONED	held for the operator: science the VPS batches propagated into this surface; re-derivation stopped by the mandate's STOP rules (consolidated-baseline narrowing of CLAIM 006/007; backlog overlap on every VPS-touched claim) — see README §7
Other disease-model files (reports, current surfaces, analysis)	disease-models/wwox/research/full_text_queue_current.md	e19b397a146d7bf647b637261f37ff03f6db67f3	differs on main	git show 06ee25a:disease-models/wwox/research/full_text_queue_current.md	RECOVERED	af09f7a (G4.3): 17 entries renumbered FT-175..191 and the VPS updates to six untouched entries
Other disease-model files (reports, current surfaces, analysis)	disease-models/wwox/research/research_candidates_current.md	480d808d4417764515d92dafce023e1c2728db4c	differs on main	git show 06ee25a:disease-models/wwox/research/research_candidates_current.md	DISPOSITIONED	held for the operator: science the VPS batches propagated into this surface; re-derivation stopped by the mandate's STOP rules (consolidated-baseline narrowing of CLAIM 006/007; backlog overlap on every VPS-touched claim) — see README §7
Other disease-model files (reports, current surfaces, analysis)	disease-models/wwox/research/research_lines_current.md	ede9b2c030b3f726c7b72f3f7542fdf3e1ff03c4	differs on main	git show 06ee25a:disease-models/wwox/research/research_lines_current.md	DISPOSITIONED	held for the operator: science the VPS batches propagated into this surface; re-derivation stopped by the mandate's STOP rules (consolidated-baseline narrowing of CLAIM 006/007; backlog overlap on every VPS-touched claim) — see README §7
Other disease-model files (reports, current surfaces, analysis)	disease-models/wwox/research/retrieval_manifest.jsonl	6eff4499d7d4c1554223edbba8c7e488f777195b	differs on main	git show 06ee25a:disease-models/wwox/research/retrieval_manifest.jsonl	RECOVERED	this commit: the VPS version is a pure append (+85 lines) to an untouched append-only log
Other disease-model files (reports, current surfaces, analysis)	disease-models/wwox/research/surface_census.md	d60eef500cc49967a5e6b553dfbd8da78b8c8990	differs on main	git show 06ee25a:disease-models/wwox/research/surface_census.md	DISPOSITIONED	derived surface: never copied; regenerated from main's inputs by the protocol commands
Other disease-model files (reports, current surfaces, analysis)	disease-models/wwox/research/therapeutic_hypotheses_ledger_current.md	cf93a2e9198d3770106195978e2f849bcc5e7b76	differs on main	git show 06ee25a:disease-models/wwox/research/therapeutic_hypotheses_ledger_current.md	DISPOSITIONED	held for the operator: science the VPS batches propagated into this surface; re-derivation stopped by the mandate's STOP rules (consolidated-baseline narrowing of CLAIM 006/007; backlog overlap on every VPS-touched claim) — see README §7
Other disease-model files (reports, current surfaces, analysis)	disease-models/wwox/therapeutics/therapeutic_strategies_current.md	43331fc497ab1a67a0fc01cfe4453515d9ffed00	differs on main	git show 06ee25a:disease-models/wwox/therapeutics/therapeutic_strategies_current.md	DISPOSITIONED	held for the operator: science the VPS batches propagated into this surface; re-derivation stopped by the mandate's STOP rules (consolidated-baseline narrowing of CLAIM 006/007; backlog overlap on every VPS-touched claim) — see README §7
Page adjudications (G4)	disease-models/wwox/research/page_adjudications/PMID33058734/adjudications.json	056acb8564ff22e250f8f9706068cadd5707e1ac	absent on main	git show 06ee25a:disease-models/wwox/research/page_adjudications/PMID33058734/adjudications.json	RECOVERED	af09f7a (G4.3), references renumbered
Phase packets	disease-models/wwox/research/phase_packets/VERIFY-PMID14526170-20260913.json	82263ab51f806bff94de7c3d2e8f7be077085571	absent on main	git show 06ee25a:disease-models/wwox/research/phase_packets/VERIFY-PMID14526170-20260913.json	DISPOSITIONED	kept in the VPS backup by operator decision A1 (historical record; `git show 06ee25a:<path>`)
Phase packets	disease-models/wwox/research/phase_packets/VERIFY-PMID15692750-20260913.json	2a90714a2a1618d4995d827c5f9c4d2a56518886	absent on main	git show 06ee25a:disease-models/wwox/research/phase_packets/VERIFY-PMID15692750-20260913.json	DISPOSITIONED	kept in the VPS backup by operator decision A1 (historical record; `git show 06ee25a:<path>`)
Phase packets	disease-models/wwox/research/phase_packets/VERIFY-PMID15982416-20260913.json	7b2bd74784633f4f795aed0bf7978f3ed9274816	absent on main	git show 06ee25a:disease-models/wwox/research/phase_packets/VERIFY-PMID15982416-20260913.json	DISPOSITIONED	kept in the VPS backup by operator decision A1 (historical record; `git show 06ee25a:<path>`)
Phase packets	disease-models/wwox/research/phase_packets/VERIFY-PMID16941225-20260913.json	341b65b120f5c1c57fcdac175a8a9e7d2be571be	absent on main	git show 06ee25a:disease-models/wwox/research/phase_packets/VERIFY-PMID16941225-20260913.json	DISPOSITIONED	kept in the VPS backup by operator decision A1 (historical record; `git show 06ee25a:<path>`)
Phase packets	disease-models/wwox/research/phase_packets/VERIFY-PMID33058734-20260913.json	98d1b23900f98faa8e5353c8c603deee0517e43c	absent on main	git show 06ee25a:disease-models/wwox/research/phase_packets/VERIFY-PMID33058734-20260913.json	DISPOSITIONED	kept in the VPS backup by operator decision A1 (historical record; `git show 06ee25a:<path>`)
Phase packets	disease-models/wwox/research/phase_packets/VERIFY-PMID36828035-20260913.json	597fa5c60fc4ed34245a6761a435d5f9f856267c	absent on main	git show 06ee25a:disease-models/wwox/research/phase_packets/VERIFY-PMID36828035-20260913.json	DISPOSITIONED	kept in the VPS backup by operator decision A1 (historical record; `git show 06ee25a:<path>`)
Phase packets	disease-models/wwox/research/phase_packets/VERIFY-PMID38563965-20260913.json	b216fcd9e1f65835c57e7a9d61e354e1776f5cc2	absent on main	git show 06ee25a:disease-models/wwox/research/phase_packets/VERIFY-PMID38563965-20260913.json	DISPOSITIONED	kept in the VPS backup by operator decision A1 (historical record; `git show 06ee25a:<path>`)
Phase packets	disease-models/wwox/research/phase_packets/VERIFY-PMID39868255-20260913.json	dc815242d0098071fcb02f1bb7ecd06d63ea4760	absent on main	git show 06ee25a:disease-models/wwox/research/phase_packets/VERIFY-PMID39868255-20260913.json	DISPOSITIONED	kept in the VPS backup by operator decision A1 (historical record; `git show 06ee25a:<path>`)
Registries and receipt ledger (G4: redo via BATCH_COMMIT / rechain)	disease-models/wwox/registries/batch_queue.md	953c7e987308bf24745ac9624ad736dbc8c10b5a	differs on main	git show 06ee25a:disease-models/wwox/registries/batch_queue.md	DISPOSITIONED	derived surface: never copied; regenerated from main's inputs by the protocol commands
Registries and receipt ledger (G4: redo via BATCH_COMMIT / rechain)	disease-models/wwox/registries/claim_registry_current.md	d170c2b0eb66ee0485c8752ec1d445b7967ebc10	differs on main	git show 06ee25a:disease-models/wwox/registries/claim_registry_current.md	DISPOSITIONED	held for the operator: science the VPS batches propagated into this surface; re-derivation stopped by the mandate's STOP rules (consolidated-baseline narrowing of CLAIM 006/007; backlog overlap on every VPS-touched claim) — see README §7
Registries and receipt ledger (G4: redo via BATCH_COMMIT / rechain)	disease-models/wwox/registries/coverage_report.md	45b9b23e936970e517e7293c93608e758e20b34c	differs on main	git show 06ee25a:disease-models/wwox/registries/coverage_report.md	DISPOSITIONED	derived surface: never copied; regenerated from main's inputs by the protocol commands
Registries and receipt ledger (G4: redo via BATCH_COMMIT / rechain)	disease-models/wwox/registries/fulltext_read_receipts.jsonl	04ca611a548073d59bfc0a4542f4d61a00e1c0ed	differs on main	git show 06ee25a:disease-models/wwox/registries/fulltext_read_receipts.jsonl	RECOVERED	af09f7a (G4.3): 29 receipts via fulltext_receipts.py rechain, 207 -> 236
Registries and receipt ledger (G4: redo via BATCH_COMMIT / rechain)	disease-models/wwox/registries/literature_tracking_log_current.md	731470176dbeeadfd52a90f1a50986c20f42449a	differs on main	git show 06ee25a:disease-models/wwox/registries/literature_tracking_log_current.md	DISPOSITIONED	held for the operator: science the VPS batches propagated into this surface; re-derivation stopped by the mandate's STOP rules (consolidated-baseline narrowing of CLAIM 006/007; backlog overlap on every VPS-touched claim) — see README §7
Registries and receipt ledger (G4: redo via BATCH_COMMIT / rechain)	disease-models/wwox/registries/paper_registry_current.md	ef21635f4be7de5cd089cb9f947ed28c083e0268	differs on main	git show 06ee25a:disease-models/wwox/registries/paper_registry_current.md	DISPOSITIONED	registration part applied by BATCH_20260926_ALDAZ_R1; the VPS findings and claim links are held for the operator: science the VPS batches propagated into this surface; re-derivation stopped by the mandate's STOP rules (consolidated-baseline narrowing of CLAIM 006/007; backlog overlap on every VPS-touched claim) — see README §7
Registries and receipt ledger (G4: redo via BATCH_COMMIT / rechain)	disease-models/wwox/registries/reading_state.md	f57ae6881c57efcd0c0ccbdf492e7fcb933d0e29	differs on main	git show 06ee25a:disease-models/wwox/registries/reading_state.md	DISPOSITIONED	derived surface: never copied; regenerated from main's inputs by the protocol commands
Registries and receipt ledger (G4: redo via BATCH_COMMIT / rechain)	disease-models/wwox/registries/working_model_current.md	e297f481c6196081f8019bcc0d4248d32c4dd06d	differs on main	git show 06ee25a:disease-models/wwox/registries/working_model_current.md	DISPOSITIONED	held for the operator: science the VPS batches propagated into this surface; re-derivation stopped by the mandate's STOP rules (consolidated-baseline narrowing of CLAIM 006/007; backlog overlap on every VPS-touched claim) — see README §7
S2 second reading	disease-models/wwox/research/s2_second_reading_20260913/comparison_of_the_two_readings.md	658fc1e95ce092c92423152bde8744bc29c44be3	absent on main	git show 06ee25a:disease-models/wwox/research/s2_second_reading_20260913/comparison_of_the_two_readings.md	DISPOSITIONED	kept in the VPS backup by operator decision A1 (historical record; `git show 06ee25a:<path>`)
S2 second reading	disease-models/wwox/research/s2_second_reading_20260913/protocol_fixed_before_the_reading.md	c6d044bacb4a139a5daeb944134dca43b9b09375	absent on main	git show 06ee25a:disease-models/wwox/research/s2_second_reading_20260913/protocol_fixed_before_the_reading.md	DISPOSITIONED	kept in the VPS backup by operator decision A1 (historical record; `git show 06ee25a:<path>`)
S2 second reading	disease-models/wwox/research/s2_second_reading_20260913/reading2_compute.py	d7282d2b1def62730f5db2b046b83e729e3079f8	absent on main	git show 06ee25a:disease-models/wwox/research/s2_second_reading_20260913/reading2_compute.py	DISPOSITIONED	kept in the VPS backup by operator decision A1 (historical record; `git show 06ee25a:<path>`)
S2 second reading	disease-models/wwox/research/s2_second_reading_20260913/reading2_compute_out.txt	a0ac01885167dfa8b6a5baccbb4b3fc811010a2e	absent on main	git show 06ee25a:disease-models/wwox/research/s2_second_reading_20260913/reading2_compute_out.txt	DISPOSITIONED	kept in the VPS backup by operator decision A1 (historical record; `git show 06ee25a:<path>`)
S2 second reading	disease-models/wwox/research/s2_second_reading_20260913/reading2_extract.py	ec83e89e8723aac7c8aaaf0ae5f33d09ed535ab6	absent on main	git show 06ee25a:disease-models/wwox/research/s2_second_reading_20260913/reading2_extract.py	DISPOSITIONED	kept in the VPS backup by operator decision A1 (historical record; `git show 06ee25a:<path>`)
